,word,target
14794,paka,Negative
14795,pakaya,Negative
14796,puka,Negative
14797,puka deepan | pooka deepan,Negative
14798,fuck your mother,Negative
14799,bitch,Negative
14800,sont bitch,Negative
14801,masturbate,Negative
14802,fucker,Negative
14803,whore,Negative
14804,cocksucker,Negative
14805,dick,Negative
14806,lick your ass,Negative
14807,sad horny individual,Negative
14808,slut,Negative
14809,lose | ass,Negative
14810,suck ball,Negative
14811,fuck,Negative
14812,fuck you,Negative
14813,pussy,Negative
14814,small fucker,Negative
14815,blow job,Negative
14816,blow,Negative
14817,vagina,Negative
14818,penis,Negative
14819,dick,Negative
14820,bloody prostitute,Negative
14821,lick ass,Negative
14822,ass,Negative
14823,fuck you ass,Negative
14824,curse you,Negative
14825,prostitute,Negative
14826,son whore,Negative
14827,son whore,Negative
14828,eat your mother 's pussy,Negative
14829,fuck your mom,Negative
14830,fuck ass,Negative
14831,bastard dog,Negative
14832,bitch,Negative
14833,son bitch,Negative
14834,bitch,Negative
14835,fuck | fuck you,Negative
14836,fuck your mother,Negative
14837,fuck,Negative
14838,son whore,Negative
14839,son whore,Negative
14840,vagina | pussy,Negative
14841,son bitch | son pussy,Negative
14842,shite,Negative
14843,black ass,Negative
14844,eat dick,Negative
14845,sperm,Negative
14846,pussy kisser,Negative
14847,gay,Negative
14848,dick,Negative
14849,dick,Negative
14850,dickhead,Negative
14851,ass,Negative
14852,your ass fuck,Negative
14853,2g1c,Negative
14854,girl cup,Negative
14855,acrotomophilia,Negative
14856,alabama hot pocket,Negative
14857,alaskan pipeline,Negative
14858,anal,Negative
14859,anilingus,Negative
14860,anus,Negative
14861,apeshit,Negative
14862,arsehole,Negative
14863,ass,Negative
14864,asshole,Negative
14865,assmunch,Negative
14866,auto erotic,Negative
14867,autoerotic,Negative
14868,babeland,Negative
14869,baby batter,Negative
14870,baby juice,Negative
14871,ball gag,Negative
14872,ball gravy,Negative
14873,ball kick,Negative
14874,ball lick,Negative
14875,ball sack,Negative
14876,ball suck,Negative
14877,bangbros,Negative
14878,bareback,Negative
14879,barely legal,Negative
14880,barenaked,Negative
14881,bastard,Negative
14882,bastardo,Negative
14883,bastinado,Negative
14884,bbw,Negative
14885,bdsm,Negative
14886,beaner,Negative
14887,beaners,Negative
14888,beaver cleaver,Negative
14889,beaver lip,Negative
14890,bestiality,Negative
14891,big black,Negative
14892,big breast,Negative
14893,big knocker,Negative
14894,big tit,Negative
14895,bimbo,Negative
14896,birdlock,Negative
14897,bitch,Negative
14898,bitch,Negative
14899,black cock,Negative
14900,blonde action,Negative
14901,blonde blonde action,Negative
14902,blowjob,Negative
14903,blow job,Negative
14904,blow your load,Negative
14905,blue waffle,Negative
14906,blumpkin,Negative
14907,bollock,Negative
14908,bondage,Negative
14909,boner,Negative
14910,boob,Negative
14911,boob,Negative
14912,booty,Negative
14913,brown shower,Negative
14914,brunette action,Negative
14915,bukkake,Negative
14916,bulldyke,Negative
14917,bullet vibe,Negative
14918,bullshit,Negative
14919,bung hole,Negative
14920,bunghole,Negative
14921,busty,Negative
14922,butt,Negative
14923,buttcheeks,Negative
14924,butthole,Negative
14925,camel toe,Negative
14926,camgirl,Negative
14927,camslut,Negative
14928,camwhore,Negative
14929,carpet muncher,Negative
14930,carpetmuncher,Negative
14931,chocolate rosebud,Negative
14932,circlejerk,Negative
14933,cleveland steamer,Negative
14934,clit,Negative
14935,clitoris,Negative
14936,clover clamp,Negative
14937,clusterfuck,Negative
14938,cock,Negative
14939,cock,Negative
14940,coprolagnia,Negative
14941,coprophilia,Negative
14942,cornhole,Negative
14943,coon,Negative
14944,coon,Negative
14945,creampie,Negative
14946,cum,Negative
14947,cumming,Negative
14948,cunnilingus,Negative
14949,cunt,Negative
14950,darkie,Negative
14951,date rape,Negative
14952,daterape,Negative
14953,deep throat,Negative
14954,deepthroat,Negative
14955,dendrophilia,Negative
14956,dick,Negative
14957,dildo,Negative
14958,dingleberry,Negative
14959,dingleberries,Negative
14960,dirty pillow,Negative
14961,dirty sanchez,Negative
14962,doggie style,Negative
14963,doggiestyle,Negative
14964,doggy style,Negative
14965,doggystyle,Negative
14966,dog style,Negative
14967,dolcett,Negative
14968,domination,Negative
14969,dominatrix,Negative
14970,dommes,Negative
14971,donkey punch,Negative
14972,double dong,Negative
14973,double penetration,Negative
14974,dp action,Negative
14975,dry hump,Negative
14976,dvda,Negative
14977,eat ass,Negative
14978,ecchi,Negative
14979,ejaculation,Negative
14980,erotic,Negative
14981,erotism,Negative
14982,escort,Negative
14983,eunuch,Negative
14984,faggot,Negative
14985,fecal,Negative
14986,felch,Negative
14987,fellatio,Negative
14988,feltch,Negative
14989,female squirt,Negative
14990,femdom,Negative
14991,figging,Negative
14992,fingerbang,Negative
14993,finger,Negative
14994,fist,Negative
14995,foot fetish,Negative
14996,footjob,Negative
14997,frotting,Negative
14998,fuck,Negative
14999,fuck button,Negative
15000,fuckin,Negative
15001,fuck,Negative
15002,fucktards,Negative
15003,fudge packer,Negative
15004,fudgepacker,Negative
15005,futanari,Negative
15006,gang bang,Negative
15007,gay sex,Negative
15008,genital,Negative
15009,giant cock,Negative
15010,girl,Negative
15011,girl,Negative
15012,girl wild,Negative
15013,goatcx,Negative
15014,goatse,Negative
15015,god damn,Negative
15016,gokkun,Negative
15017,golden shower,Negative
15018,goodpoop,Negative
15019,goo girl,Negative
15020,goregasm,Negative
15021,grope,Negative
15022,group sex,Negative
15023,g | spot,Negative
15024,guro,Negative
15025,hand job,Negative
15026,handjob,Negative
15027,hard core,Negative
15028,hardcore,Negative
15029,hentai,Negative
15030,homoerotic,Negative
15031,honkey,Negative
15032,hooker,Negative
15033,hot carl,Negative
15034,hot chick,Negative
15035,kill,Negative
15036,murder,Negative
15037,huge fat,Negative
15038,hump,Negative
15039,incest,Negative
15040,intercourse,Negative
15041,jack,Negative
15042,jail bait,Negative
15043,jailbait,Negative
15044,jelly donut,Negative
15045,jerk,Negative
15046,jigaboo,Negative
15047,jiggaboo,Negative
15048,jiggerboo,Negative
15049,jizz,Negative
15050,juggs,Negative
15051,kike,Negative
15052,kinbaku,Negative
15053,kinkster,Negative
15054,kinky,Negative
15055,knob,Negative
15056,leather restraint,Negative
15057,leather straight jacket,Negative
15058,lemon party,Negative
15059,lolita,Negative
15060,lovemaking,Negative
15061,come,Negative
15062,male squirt,Negative
15063,masturbate,Negative
15064,menage trois,Negative
15065,milf,Negative
15066,missionary position,Negative
15067,motherfucker,Negative
15068,mound venus,Negative
15069,mr hand,Negative
15070,muff diver,Negative
15071,muffdiving,Negative
15072,nambla,Negative
15073,nawashi,Negative
15074,negro,Negative
15075,neonazi,Negative
15076,nigga,Negative
15077,nigger,Negative
15078,nig nog,Negative
15079,nimphomania,Negative
15080,nipple,Negative
15081,nipple,Negative
15082,nsfw image,Negative
15083,nude,Negative
15084,nudity,Negative
15085,nympho,Negative
15086,nymphomania,Negative
15087,octopussy,Negative
15088,omorashi,Negative
15089,cup girl,Negative
15090,guy jar,Negative
15091,orgasm,Negative
15092,orgy,Negative
15093,paedophile,Negative
15094,paki,Negative
15095,panty,Negative
15096,panty,Negative
15097,pedobear,Negative
15098,pedophile,Negative
15099,peg,Negative
15100,penis,Negative
15101,phone sex,Negative
15102,piece shit,Negative
15103,piss,Negative
15104,piss pig,Negative
15105,pisspig,Negative
15106,playboy,Negative
15107,pleasure chest,Negative
15108,pole smoker,Negative
15109,ponyplay,Negative
15110,poof,Negative
15111,poon,Negative
15112,poontang,Negative
15113,punany,Negative
15114,poop chute,Negative
15115,poopchute,Negative
15116,porn,Negative
15117,porno,Negative
15118,pornography,Negative
15119,prince albert pierce,Negative
15120,pthc,Negative
15121,pubes,Negative
15122,pussy,Negative
15123,queaf,Negative
15124,queef,Negative
15125,quim,Negative
15126,raghead,Negative
15127,rage boner,Negative
15128,rape,Negative
15129,rape,Negative
15130,rapist,Negative
15131,rectum,Negative
15132,reverse cowgirl,Negative
15133,rimjob,Negative
15134,rim,Negative
15135,rosy palm,Negative
15136,rosy palm sister,Negative
15137,rusty trombone,Negative
15138,sadism,Negative
15139,santorum,Negative
15140,scat,Negative
15141,schlong,Negative
15142,scissor,Negative
15143,semen,Negative
15144,sex,Negative
15145,sexo,Negative
15146,sexy,Negative
15147,shave beaver,Negative
15148,shave pussy,Negative
15149,shemale,Negative
15150,shibari,Negative
15151,shit,Negative
15152,shitblimp,Negative
15153,shitty,Negative
15154,shota,Negative
15155,shrimp,Negative
15156,skeet,Negative
15157,slanteye,Negative
15158,slut,Negative
15159,sandm,Negative
15160,smut,Negative
15161,snatch,Negative
15162,snowball,Negative
15163,sodomize,Negative
15164,sodomy,Negative
15165,spic,Negative
15166,splooge,Negative
15167,splooge moose,Negative
15168,spooge,Negative
15169,spread leg,Negative
15170,spunk,Negative
15171,strap,Negative
15172,strapon,Negative
15173,strappado,Negative
15174,strip club,Negative
15175,style doggy,Negative
15176,suck,Negative
15177,suck,Negative
15178,suicide girl,Negative
15179,sultry woman,Negative
15180,swastika,Negative
15181,swinger,Negative
15182,taint love,Negative
15183,taste,Negative
15184,tea bag,Negative
15185,threesome,Negative
15186,throat,Negative
15187,tie,Negative
15188,tight white,Negative
15189,tit,Negative
15190,tit,Negative
15191,titty,Negative
15192,titty,Negative
15193,tongue,Negative
15194,topless,Negative
15195,tosser,Negative
15196,towelhead,Negative
15197,tranny,Negative
15198,tribadism,Negative
15199,tub girl,Negative
15200,tubgirl,Negative
15201,tushy,Negative
15202,twat,Negative
15203,twink,Negative
15204,twinkie,Negative
15205,girl cup,Negative
15206,undress,Negative
15207,upskirt,Negative
15208,urethra play,Negative
15209,urophilia,Negative
15210,vagina,Negative
15211,venus mound,Negative
15212,vibrator,Negative
15213,violet wand,Negative
15214,vorarephilia,Negative
15215,voyeur,Negative
15216,vulva,Negative
15217,wank,Negative
15218,wetback,Negative
15219,wet dream,Negative
15220,white power,Negative
15221,wrap man,Negative
15222,wrinkle starfish,Negative
15223,xx,Negative
15224,xx,Negative
15225,yaoi,Negative
15226,yellow shower,Negative
15227,yiffy,Negative
15228,zoophilia,Negative
15229,abnormal,Negative
15230,abolish,Positive
15231,abominable,Positive
15232,abominably,Positive
15233,abominate,Positive
15234,abomination,Positive
15235,abort,Positive
15236,aborted,Positive
15237,aborts,Positive
15238,abrade,Positive
15239,abrasive,Positive
15240,abrupt,Positive
15241,abruptly,Positive
15242,abscond,Positive
15243,absence,Positive
15244,absent-minded,Positive
15245,absentee,Positive
15246,absurd,Positive
15247,absurdity,Positive
15248,absurdly,Positive
15249,absurdness,Positive
15250,abuse,Positive
15251,abused,Positive
15252,abuses,Positive
15253,abusive,Positive
15254,abysmal,Positive
15255,abysmally,Positive
15256,abyss,Positive
15257,accidental,Positive
15258,accost,Positive
15259,accursed,Positive
15260,accusation,Positive
15261,accusations,Positive
15262,accuse,Positive
15263,accuses,Positive
15264,accusing,Positive
15265,accusingly,Positive
15266,acerbate,Positive
15267,acerbic,Positive
15268,acerbically,Positive
15269,ache,Positive
15270,ached,Positive
15271,aches,Positive
15272,aching,Positive
15273,acrid,Positive
15274,acridly,Positive
15275,acridness,Positive
15276,acrimonious,Positive
15277,acrimoniously,Positive
15278,acrimony,Positive
15279,adamant,Positive
15280,adamantly,Positive
15281,addict,Positive
15282,addicted,Positive
15283,addicting,Positive
15284,addicts,Positive
15285,admonish,Positive
15286,admonisher,Positive
15287,admonishingly,Positive
15288,admonishment,Positive
15289,admonition,Positive
15290,adulterate,Positive
15291,adulterated,Positive
15292,adulteration,Positive
15293,adversarial,Positive
15294,adversary,Positive
15295,adverse,Positive
15296,adversity,Positive
15297,afflict,Positive
15298,affliction,Positive
15299,afflictive,Positive
15300,affront,Positive
15301,afraid,Positive
15302,aggravate,Positive
15303,aggravating,Positive
15304,aggravation,Positive
15305,aggression,Positive
15306,aggressive,Positive
15307,aggressiveness,Positive
15308,aggressor,Positive
15309,aggrieve,Positive
15310,aggrieved,Positive
15311,aghast,Positive
15312,agonies,Positive
15313,agonize,Positive
15314,agonizing,Positive
15315,agonizingly,Positive
15316,agony,Positive
15317,aground,Positive
15318,ail,Positive
15319,ailing,Positive
15320,ailment,Positive
15321,aimless,Positive
15322,alarm,Positive
15323,alarmed,Positive
15324,alarming,Positive
15325,alarmingly,Positive
15326,alienate,Positive
15327,alienated,Positive
15328,alienation,Positive
15329,allegation,Positive
15330,allegations,Positive
15331,allege,Positive
15332,allergic,Positive
15333,allergies,Positive
15334,allergy,Positive
15335,aloof,Positive
15336,altercation,Positive
15337,ambiguity,Positive
15338,ambiguous,Positive
15339,ambivalence,Positive
15340,ambivalent,Positive
15341,ambush,Positive
15342,amiss,Positive
15343,amputate,Positive
15344,anarchism,Positive
15345,anarchist,Positive
15346,anarchistic,Positive
15347,anarchy,Positive
15348,anemic,Positive
15349,anger,Positive
15350,angrily,Positive
15351,angriness,Positive
15352,angry,Positive
15353,anguish,Positive
15354,animosity,Positive
15355,annihilate,Positive
15356,annihilation,Positive
15357,annoy,Positive
15358,annoyance,Positive
15359,annoyances,Positive
15360,annoyed,Positive
15361,annoying,Positive
15362,annoyingly,Positive
15363,annoys,Positive
15364,anomalous,Positive
15365,anomaly,Positive
15366,antagonism,Positive
15367,antagonist,Positive
15368,antagonistic,Positive
15369,antagonize,Positive
15370,anti,Positive
15371,anti-occupation,Positive
15372,anti-proliferation,Positive
15373,anti-social,Positive
15374,anti-us,Positive
15375,anti-white,Positive
15376,antipathy,Positive
15377,antiquated,Positive
15378,antithetical,Positive
15379,anxieties,Positive
15380,anxiety,Positive
15381,anxious,Positive
15382,anxiously,Positive
15383,anxiousness,Positive
15384,apathetic,Positive
15385,apathetically,Positive
15386,apathy,Positive
15387,apocalypse,Positive
15388,apocalyptic,Positive
15389,apologist,Positive
15390,apologists,Positive
15391,appall,Positive
15392,appalled,Positive
15393,appalling,Positive
15394,appallingly,Positive
15395,apprehension,Positive
15396,apprehensions,Positive
15397,apprehensiveapprehensively,Positive
15398,arbitrary,Positive
15399,arcane,Positive
15400,archaic,Positive
15401,arduous,Positive
15402,arduously,Positive
15403,argumentative,Positive
15404,jailbait,Negative
15405,jelly donut,Negative
15406,jerk,Negative
15407,jigaboo,Negative
15408,jiggaboo,Negative
15409,jiggerboo,Negative
15410,jizz,Negative
15411,juggs,Negative
15412,kike,Negative
15413,kinbaku,Negative
15414,kinkster,Negative
15415,kinky,Negative
15416,knob,Negative
15417,leather restraint,Negative
15418,leather straight jacket,Negative
15419,lemon party,Negative
15420,lolita,Negative
15421,lovemaking,Negative
15422,come,Negative
15423,male squirt,Negative
15424,masturbate,Negative
15425,menage trois,Negative
15426,milf,Negative
15427,missionary position,Negative
15428,motherfucker,Negative
15429,mound venus,Negative
15430,mr hand,Negative
15431,muff diver,Negative
15432,muffdiving,Negative
15433,nambla,Negative
15434,nawashi,Negative
15435,negro,Negative
15436,neonazi,Negative
15437,nigga,Negative
15438,nigger,Negative
15439,nig nog,Negative
15440,nimphomania,Negative
15441,nipple,Negative
15442,nipple,Negative
15443,nsfw image,Negative
15444,nude,Negative
15445,nudity,Negative
15446,nympho,Negative
15447,nymphomania,Negative
15448,octopussy,Negative
15449,omorashi,Negative
15450,cup girl,Negative
15451,guy jar,Negative
15452,orgasm,Negative
15453,orgy,Negative
15454,paedophile,Negative
15455,paki,Negative
15456,panty,Negative
15457,panty,Negative
15458,pedobear,Negative
15459,pedophile,Negative
15460,peg,Negative
15461,penis,Negative
15462,phone sex,Negative
15463,piece shit,Negative
15464,piss,Negative
15465,piss pig,Negative
15466,pisspig,Negative
15467,playboy,Negative
15468,pleasure chest,Negative
15469,pole smoker,Negative
15470,ponyplay,Negative
15471,poof,Negative
15472,poon,Negative
15473,poontang,Negative
15474,punany,Negative
15475,poop chute,Negative
15476,poopchute,Negative
15477,porn,Negative
15478,porno,Negative
15479,pornography,Negative
15480,prince albert pierce,Negative
15481,pthc,Negative
15482,pubes,Negative
15483,pussy,Negative
15484,queaf,Negative
15485,queef,Negative
15486,quim,Negative
15487,raghead,Negative
15488,rage boner,Negative
15489,rape,Negative
15490,rape,Negative
15491,rapist,Negative
15492,rectum,Negative
15493,reverse cowgirl,Negative
15494,rimjob,Negative
15495,rim,Negative
15496,rosy palm,Negative
15497,rosy palm sister,Negative
15498,rusty trombone,Negative
15499,sadism,Negative
15500,santorum,Negative
15501,scat,Negative
15502,schlong,Negative
15503,scissor,Negative
15504,semen,Negative
15505,sex,Negative
15506,sexo,Negative
15507,sexy,Negative
15508,shave beaver,Negative
15509,shave pussy,Negative
15510,shemale,Negative
15511,shibari,Negative
15512,shit,Negative
15513,shitblimp,Negative
15514,shitty,Negative
15515,shota,Negative
15516,shrimp,Negative
15517,skeet,Negative
15518,slanteye,Negative
15519,slut,Negative
15520,sandm,Negative
15521,smut,Negative
15522,snatch,Negative
15523,snowball,Negative
15524,sodomize,Negative
15525,sodomy,Negative
15526,spic,Negative
15527,splooge,Negative
15528,splooge moose,Negative
15529,spooge,Negative
15530,spread leg,Negative
15531,spunk,Negative
15532,strap,Negative
15533,strapon,Negative
15534,strappado,Negative
15535,strip club,Negative
15536,style doggy,Negative
15537,suck,Negative
15538,suck,Negative
15539,suicide girl,Negative
15540,sultry woman,Negative
15541,swastika,Negative
15542,swinger,Negative
15543,taint love,Negative
15544,taste,Negative
15545,tea bag,Negative
15546,threesome,Negative
15547,throat,Negative
15548,tie,Negative
15549,tight white,Negative
15550,tit,Negative
15551,tit,Negative
15552,titty,Negative
15553,titty,Negative
15554,tongue,Negative
15555,topless,Negative
15556,tosser,Negative
15557,towelhead,Negative
15558,tranny,Negative
15559,tribadism,Negative
15560,tub girl,Negative
15561,tubgirl,Negative
15562,tushy,Negative
15563,twat,Negative
15564,twink,Negative
15565,twinkie,Negative
15566,girl cup,Negative
15567,undress,Negative
15568,upskirt,Negative
15569,urethra play,Negative
15570,urophilia,Negative
15571,vagina,Negative
15572,venus mound,Negative
15573,vibrator,Negative
15574,violet wand,Negative
15575,vorarephilia,Negative
15576,voyeur,Negative
15577,vulva,Negative
15578,wank,Negative
15579,wetback,Negative
15580,wet dream,Negative
15581,whore,Negative
15582,white power,Negative
15583,wrap man,Negative
15584,wrinkle starfish,Negative
15585,xx,Negative
15586,xx,Negative
15587,yaoi,Negative
15588,yellow shower,Negative
15589,yiffy,Negative
15590,zoophilia,Negative
15591,bid | word,Negative
15592,suckoff,Negative
15593,gook,Negative
15594,bullet vibe,Negative
15595,lez,Negative
15596,jigaboo,Negative
15597,phone sex,Negative
15598,cockrider,Negative
15599,girl cup,Negative
15600,fuckoff,Negative
15601,muffdiving,Negative
15602,pisshead,Negative
15603,birdlock,Negative
15604,satan,Negative
15605,blurs,Positive
15606,blurt,Positive
15607,boastful,Positive
15608,boggle,Positive
15609,bogus,Positive
15610,boil,Positive
15611,boiling,Positive
15612,boisterous,Positive
15613,bomb,Positive
15614,bombard,Positive
15615,bombardment,Positive
15616,bombastic,Positive
15617,bondage,Positive
15618,bonkers,Positive
15619,boorish,Positive
15620,bore,Positive
15621,bored,Positive
15622,boredom,Positive
15623,bores,Positive
15624,boring,Positive
15625,bossy,Positive
15626,botch,Positive
15627,bother,Positive
15628,bothered,Positive
15629,bothering,Positive
15630,bothers,Positive
15631,bothersome,Positive
15632,bowdlerize,Positive
15633,boycott,Positive
15634,braggart,Positive
15635,bragger,Positive
15636,brainless,Positive
15637,brainwash,Positive
15638,brash,Positive
15639,brashly,Positive
15640,brashness,Positive
15641,brat,Positive
15642,bravado,Positive
15643,brazen,Positive
15644,brazenly,Positive
15645,brazenness,Positive
15646,breach,Positive
15647,break,Positive
15648,break-up,Positive
15649,break-ups,Positive
15650,breakdown,Positive
15651,breaking,Positive
15652,breaks,Positive
15653,breakup,Positive
15654,breakups,Positive
15655,bribery,Positive
15656,brimstone,Positive
15657,bristle,Positive
15658,brittle,Positive
15659,broke,Positive
15660,broken,Positive
15661,broken-hearted,Positive
15662,brood,Positive
15663,browbeat,Positive
15664,bruise,Positive
15665,bruised,Positive
15666,bruises,Positive
15667,bruising,Positive
15668,brusque,Positive
15669,brutal,Positive
15670,brutalities,Positive
15671,brutality,Positive
15672,brutalize,Positive
15673,brutalizing,Positive
15674,brutally,Positive
15675,brute,Positive
15676,brutish,Positive
15677,buckle,Positive
15678,bug,Positive
15679,bugging,Positive
15680,buggy,Positive
15681,bugs,Positive
15682,bulimia,Positive
15683,bulkier,Positive
15684,bulkiness,Positive
15685,bulky,Positive
15686,bull****,Positive
15687,bullies,Positive
15688,bulls,Positive
15689,bulls..t,Positive
15690,bullshit,Positive
15691,bully,Positive
15692,bullying,Positive
15693,bullyingly,Positive
15694,bull—-,Positive
15695,bum,Positive
15696,bump,Positive
15697,bumped,Positive
15698,bumping,Positive
15699,bumps,Positive
15700,bumpy,Positive
15701,bungle,Positive
15702,bungler,Positive
15703,bungling,Positive
15704,bunk,Positive
15705,burden,Positive
15706,burdensome,Positive
15707,burdensomely,Positive
15708,burn,Positive
15709,burned,Positive
15710,burning,Positive
15711,burns,Positive
15712,bust,Positive
15713,busts,Positive
15714,busybody,Positive
15715,butcher,Positive
15716,butchery,Positive
15717,buzzing,Positive
15718,byzantine,Positive
15719,cackle,Positive
15720,cagey,Positive
15721,calamities,Positive
15722,calamitous,Positive
15723,calamitously,Positive
15724,calamity,Positive
15725,calculating,Positive
15726,callous,Positive
15727,calumniate,Positive
15728,calumniation,Positive
15729,calumnies,Positive
15730,calumnious,Positive
15731,calumniously,Positive
15732,calumny,Positive
15733,can't,Positive
15734,cancer,Positive
15735,cancerous,Positive
15736,cannibal,Positive
15737,cannibalize,Positive
15738,capitulate,Positive
15739,capricious,Positive
15740,capriciously,Positive
15741,capriciousness,Positive
15742,capsize,Positive
15743,careless,Positive
15744,carelessness,Positive
15745,caricature,Positive
15746,carnage,Positive
15747,carp,Positive
15748,cartoonish,Positive
15749,cash-strapped,Positive
15750,castigate,Positive
15751,castrated,Positive
15752,casualty,Positive
15753,cataclysm,Positive
15754,cataclysmal,Positive
15755,cataclysmic,Positive
15756,cataclysmically,Positive
15757,catastrophe,Positive
15758,catastrophes,Positive
15759,catastrophic,Positive
15760,catastrophically,Positive
15761,caustic,Positive
15762,caustically,Positive
15763,cautionary,Positive
15764,cave,Positive
15765,censure,Positive
15766,chafe,Positive
15767,chaff,Positive
15768,chagrin,Positive
15769,challenging,Positive
15770,chaos,Positive
15771,chaotic,Positive
15772,chasten,Positive
15773,chastise,Positive
15774,chastisement,Positive
15775,chatter,Positive
15776,chatterbox,Positive
15777,cheap,Positive
15778,cheapen,Positive
15779,cheaply,Positive
15780,cheat,Positive
15781,cheated,Positive
15782,cheater,Positive
15783,cheating,Positive
15784,cheats,Positive
15785,checkered,Positive
15786,cheerless,Positive
15787,cheesy,Positive
15788,chide,Positive
15789,childish,Positive
15790,chill,Positive
15791,chilly,Positive
15792,chintzy,Positive
15793,choke,Positive
15794,choleric,Positive
15795,choppy,Positive
15796,chore,Positive
15797,chronic,Positive
15798,chubby,Positive
15799,chunky,Positive
15800,clamor,Positive
15801,clamorous,Positive
15802,clash,Positive
15803,clique,Positive
15804,clog,Positive
15805,clogged,Positive
15806,clogs,Positive
15807,cloud,Positive
15808,clouding,Positive
15809,cloudy,Positive
15810,clueless,Positive
15811,clumsy,Positive
15812,clunky,Positive
15813,coarse,Positive
15814,cocky,Positive
15815,coerce,Positive
15816,coercion,Positive
15817,coercive,Positive
15818,cold,Positive
15819,cold-hearted,Positive
15820,coldly,Positive
15821,collapse,Positive
15822,collude,Positive
15823,collusion,Positive
15824,combative,Positive
15825,combust,Positive
15826,comical,Positive
15827,commiserate,Positive
15828,commonplace,Positive
15829,commotion,Positive
15830,commotions,Positive
15831,complacent,Positive
15832,complain,Positive
15833,complained,Positive
15834,complaining,Positive
15835,complains,Positive
15836,complaint,Positive
15837,complaints,Positive
15838,complex,Positive
15839,complicated,Positive
15840,complication,Positive
15841,complicit,Positive
15842,compulsion,Positive
15843,compulsive,Positive
15844,concede,Positive
15845,conceded,Positive
15846,conceit,Positive
15847,conceited,Positive
15848,concern,Positive
15849,concerned,Positive
15850,concerns,Positive
15851,concession,Positive
15852,concessions,Positive
15853,condemn,Positive
15854,condemnable,Positive
15855,condemnation,Positive
15856,condemned,Positive
15857,condemns,Positive
15858,condescend,Positive
15859,condescending,Positive
15860,condescendingly,Positive
15861,condescension,Positive
15862,confess,Positive
15863,confession,Positive
15864,confessions,Positive
15865,confined,Positive
15866,conflict,Positive
15867,conflicted,Positive
15868,conflicting,Positive
15869,conflicts,Positive
15870,confound,Positive
15871,confounded,Positive
15872,confounding,Positive
15873,confront,Positive
15874,confrontation,Positive
15875,confrontational,Positive
15876,confuse,Positive
15877,confused,Positive
15878,confuses,Positive
15879,confusing,Positive
15880,confusion,Positive
15881,confusions,Positive
15882,congested,Positive
15883,congestion,Positive
15884,cons,Positive
15885,conservative,Positive
15886,conspicuous,Positive
15887,conspicuously,Positive
15888,conspiracies,Positive
15889,conspiracy,Positive
15890,conspirator,Positive
15891,conspiratorial,Positive
15892,conspire,Positive
15893,consternation,Positive
15894,contagious,Positive
15895,contaminate,Positive
15896,contaminated,Positive
15897,contaminates,Positive
15898,contaminating,Positive
15899,contamination,Positive
15900,contempt,Positive
15901,contemptible,Positive
15902,contemptuous,Positive
15903,contemptuously,Positive
15904,contend,Positive
15905,contention,Positive
15906,contentious,Positive
15907,contort,Positive
15908,contortions,Positive
15909,contradict,Positive
15910,contradiction,Positive
15911,contradictory,Positive
15912,contrariness,Positive
15913,contrary,Positive
15914,contravene,Positive
15915,contrive,Positive
15916,contrived,Positive
15917,controversial,Positive
15918,controversy,Positive
15919,convoluted,Positive
15920,corrode,Positive
15921,corrosion,Positive
15922,corrosions,Positive
15923,corrosive,Positive
15924,corrupt,Positive
15925,corrupted,Positive
15926,corrupting,Positive
15927,corruption,Positive
15928,corrupts,Positive
15929,costlier,Positive
15930,costly,Positive
15931,counter-productive,Positive
15932,counterproductive,Positive
15933,covetous,Positive
15934,coward,Positive
15935,cowardly,Positive
15936,crabby,Positive
15937,crack,Positive
15938,cracked,Positive
15939,cracks,Positive
15940,craftily,Positive
15941,craftilycrafty,Positive
15942,crafty,Positive
15943,cramp,Positive
15944,cramped,Positive
15945,cramping,Positive
15946,cranky,Positive
15947,crap,Positive
15948,crappy,Positive
15949,craps,Positive
15950,crash,Positive
15951,crashed,Positive
15952,crashes,Positive
15953,crashing,Positive
15954,crass,Positive
15955,craven,Positive
15956,cravenly,Positive
15957,craze,Positive
15958,crazily,Positive
15959,craziness,Positive
15960,crazy,Positive
15961,creak,Positive
15962,creaking,Positive
15963,creaks,Positive
15964,credulous,Positive
15965,creep,Positive
15966,creeping,Positive
15967,creeps,Positive
15968,creepy,Positive
15969,crept,Positive
15970,crime,Positive
15971,criminal,Positive
15972,cringe,Positive
15973,cringed,Positive
15974,cringes,Positive
15975,cripple,Positive
15976,crippled,Positive
15977,cripples,Positive
15978,crippling,Positive
15979,crisis,Positive
15980,critic,Positive
15981,critical,Positive
15982,criticism,Positive
15983,criticisms,Positive
15984,criticize,Positive
15985,criticized,Positive
15986,criticizing,Positive
15987,critics,Positive
15988,cronyism,Positive
15989,crook,Positive
15990,crooked,Positive
15991,crooks,Positive
15992,crowded,Positive
15993,crowdedness,Positive
15994,crude,Positive
15995,cruel,Positive
15996,crueler,Positive
15997,cruelest,Positive
15998,cruelly,Positive
15999,cruelness,Positive
16000,cruelties,Positive
16001,cruelty,Positive
16002,crumble,Positive
16003,crumbling,Positive
16004,crummy,Positive
16005,crumple,Positive
16006,crumpled,Positive
16007,crumples,Positive
16008,crush,Positive
16009,crushed,Positive
16010,crushing,Positive
16011,cry,Positive
16012,culpable,Positive
16013,culprit,Positive
